0,true,prediction by hmm,prediction with our model,sentence
1194,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['we', 'told', 'her', 'that', 'a', 'mud', 'hut', 'would', 'do', ',', 'but', 'she', 'said', 'no', ',', 'she', ""'d"", 'build', 'something', 'pukka', '.']"
1195,"[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 1, 0]","['disillusion', 'swiftly', 'followed', '.']"
1196,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","['we', 'are', 'not', 'going', 'to', 'enquire', 'into', 'the', 'details', 'how', 'such', 'beams', 'can', 'be', 'produced', '(', 'it', 'belongs', 'to', 'the', 'subject', 'of', 'physical', 'electronics', ')', ';', 'we', 'shall', 'accept', 'the', 'fact', 'that', 'the', 'beam', 'exists', 'and', 'will', 'try', 'to', 'work', 'out', 'the', 'forces', 'on', 'the', 'outermost', 'electrons', '.']"
1197,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['their', 'south', 'molton', 'cottage', '(', 'guide', 'price', 'â\x92ã\x87ã\x8eâ£44,000-â\x92ã\x87ã\x8eâ£46,000', ')', 'is', 'one', 'of', 'more', 'than', '20', 'lots', 'to', 'be', 'put', 'up', 'for', 'sale', 'at', 'the', 'barnstaple', 'auction', 'by', 'bristol', 'and', 'west', 'property', 'services', ',', 'and', 'one', 'of', 'more', 'than', 'a', 'hundred', 'which', 'the', 'building', 'society', 'subsidiary', 'will', 'be', 'auctioning', 'in', 'eight', 'west', 'country', 'venues', 'over', 'a', 'three-day', 'period', '.']"
1198,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['one', 'of', 'the', 'examples', 'of', 'work', 'in', 'progress', 'discusses', 'research', 'that', 'has', 'been', 'carried', 'out', 'for', 'the', 'european', 'commission', 'as', 'part', 'of', 'the', 'corine', 'project', '.']"
1199,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","['i', ""'ve"", 'seen', 'the', 'photographs', '.']"
1200,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","['did', 'you', 'try', 'it', 'did', 'you', '?']"
1201,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['yet', 'they', 'are', 'saved', 'from', 'sentimentality', 'by', 'the', 'wry', 'humour', 'of', 'both', 'text', 'and', 'pictures', '.']"
1202,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['this', 'was', 'the', 'essence', 'of', 'the', 'problem', ':', 'the', 'press', 'could', 'only', 'be', 'managed', 'by', 'someone', 'who', 'knew', 'their', 'methods', 'and', 'who', 'would', 'not', 'expect', 'them', 'to', 'come', 'round', 'to', 'central', 'office', 'to', 'search', 'for', 'news', '.']"
1203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['so', ',', 'so', 'so', 'i', 'said', 'well', 'we', ""'ll"", 'go', 'to', 'the', 'n', 'e', 'c', 'or', 'she', 'said', 'oh', 'i', ""'m"", 'not', 'traipsing', 'all', 'that', 'way', ',', 'you', 'know', ',', 'just', 'for', 'the', 'concert', '.']"
1204,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['changes', 'in', 'political', 'priorities', 'may', 'simply', 'result', 'in', 'the', 'need', 'for', 'informed', 'guesswork', 'if', 'suitable', 'data', 'are', 'not', 'available', '.']"
1205,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'is', 'plainly', 'evident', 'from', 'the', 'section', 'of', 'the', 'contract', 'signed', 'by', 'each', 'participant', 'where', 'what', 'is', 'expected', 'of', 'them', 'is', 'spelt', 'out', ':']"
1206,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'problem', 'is', 'that', 'normally', 'potential', 'purchasers', 'have', 'to', 'incur', 'the', 'expense', 'of', 'undertaking', 'surveys', 'and', 'arranging', 'mortgage', 'finance', ',', 'without', 'any', 'idea', 'whether', 'they', 'will', 'be', 'able', 'to', 'afford', 'the', 'final', 'selling', 'price', '.']"
1207,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]","['her', 'priorities', 'include', 'giving', 'more', 'encouragement', 'to', 'medical', 'research', ';', 'emphasis', 'on', 'preventive', 'health', 'to', 'make', 'the', 'nhs', 'a', 'health', 'as', 'well', 'as', 'a', 'sickness', 'service', ',', 'with', 'the', 'publication', 'shortly', 'of', 'new', 'national', 'targets', 'for', 'reducing', 'deaths', 'from', 'heart', 'disease', 'and', 'cancers', ';', 'and', 'pressing', 'ahead', 'with', 'care', 'in', 'the', 'community', '.']"
1208,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","['you', 'need', 'a', 'secure', 'situation', 'with', 'someone', 'you', 'can', 'trust', ',', 'who', 'you', 'know', 'will', 'stick', 'around', 'because', 'he', 'loves', 'you', '.']"
1209,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","['on', 'one', 'long', 'wall', 'hung', 'a', 'row', 'of', 'van', 'goghs', ',', 'including', 'an', 'arles', '""', 'poets', ""'"", 'garden', '""', 'he', 'had', ""n't"", 'seen', 'before', ',', 'but', 'recognised', ',', 'from', 'small', 'photographs', ',', 'from', 'charged', 'descriptions', 'in', 'the', 'painter', ""'s"", 'letters', '.']"
1210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['there', 'was', 'an', 'open', 'roll-top', 'desk', 'facing', 'one', 'of', 'the', 'wide', 'windows', 'and', ',', 'to', 'its', 'right', ',', 'a', 'stable', 'door', ',', 'the', 'top', 'half', 'open', ',', 'gave', 'a', 'view', 'of', 'the', 'paved', 'courtyard', '.']"
1211,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0]","['i', 'think', 'it', ""'s"", 'half', 'the', 'point', '!']"
1212,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['oh', 'that', ""'s"", 'ages', 'away', 'you', 'know', ',', 'it', ""'s"", 'not', 'till', 'may', ',', 'you', 'can', 'go', 'two', 'nights', 'at', 'jo', ""'s""]"
1213,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['taking', 'the', 'specific', 'argument', 'about', 'the', 'role', 'of', 'drugs', 'and', 'drug', 'barons', 'in', 'stimulating', 'the', 'riots', ',', 'this', 'seems', 'to', 'have', 'served', 'two', 'purposes', '.']"
1214,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['with', 'two-dimensional', 'representations', 'such', 'as', 'maps', 'it', 'remains', 'important', 'to', 'avoid', 'too', 'much', 'homogeneity', 'and', 'provide', 'substructure', 'in', 'the', 'form', 'of', 'main', 'roads', 'and', 'key', 'buildings', 'or', 'other', 'features', 'such', 'as', 'rivers', '.']"
1215,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['then', 'as', 'the', 'minutes', 'passed', 'and', 'there', 'was', 'no', 'sign', 'of', 'him', ',', 'she', 'considered', 'that', 'perhaps', 'he', 'had', 'overslept', '.']"
1216,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['of', 'medium', 'height', 'and', 'packed', 'with', 'energy', ',', 'even', 'distressed', 'as', 'he', 'was', ',', 'he', 'was', 'bursting', 'round', 'the', 'kitchen', ',', 'hair', 'still', 'damp', 'at', 'the', 'back', 'from', 'his', 'swim', '.']"
1217,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['the', 'later', 'history', 'of', 'the', 'daily', 'express', 'suggests', 'not', ':', 'when', 'the', 'express', 'became', 'hostile', 'in', 'the', '1920s', ',', 'younger', 'raged', '""', 'when', 'i', 'think', 'of', 'the', 'large', 'sum', 'of', 'money', 'this', 'office', 'has', 'put', 'into', 'that', 'gutter', 'print', 'it', 'makes', 'my', 'blood', 'boil', '""', '.']"
1218,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]","['legally', ',', 'the', 'refugees', 'have', 'been', 'expelled', 'from', 'east', 'germany', ',', 'meaning', 'that', 'under', 'current', 'rules', 'they', 'can', 'not', 'return', '.']"
1219,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","['she', 'drained', 'her', 'glass', '.']"
1220,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","['mcleish', 'repressed', 'the', 'malicious', 'thought', 'that', 'this', 'event', 'might', 'put', 'francesca', ""'s"", 'nose', 'just', 'a', 'little', 'bit', 'out', 'of', 'joint', '.']"
1221,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['a', 'third', ',', 'more', 'precise', 'formulation', 'derives', 'from', 'the', 'recommendations', 'of', 'the', 'criminal', 'law', 'revision', 'committee', 'in', '1980', ',', 'namely', ',', 'that', 'a', 'killing', 'should', 'be', 'classified', 'as', 'murder', 'in', 'those', 'situations', 'where', 'there', 'is', 'an', 'intention', 'to', 'cause', 'serious', 'injury', 'coupled', 'with', 'awareness', 'of', 'the', 'risk', 'of', 'death', '.']"
1222,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['when', 'she', 'reached', 'the', 'plateau', 'she', 'remained', 'standing', ',', 'watching', 'for', 'joss', 'barnet', ',', 'waiting', 'for', 'the', 'moment', 'when', 'she', 'would', 'see', 'him', 'riding', 'towards', 'her', '.']"
1223,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['no', ',', 'you', ""'re"", 'not', 'allowed', 'to', 'have', 'it', '.']"
1224,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","['harrison', ""'s"", 'vision', 'of', 'a', 'nightmarish', 'future', 'for', 'inner', 'cities', ',', 'locked', 'in', 'a', 'cold', 'or', 'hot', 'war', 'between', 'have-nots', 'and', 'the', 'forces', 'of', 'public', 'order', ',', 'was', 'echoed', 'by', 'robert', 'chesshyre', '(', '1987', ',', 'p.', '95', ')', ',', 'who', 'concluded', 'that', 'by', 'the', 'late', '1980s', ':']"
1225,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['each', 'of', 'these', 'four', 'methods', 'are', 'employed', 'during', 'the', 'eight', 'sessions', '.']"
1226,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['a', 'painter', 'stopped', 'to', 'kiss', 'her', ':', 'a', 'journalist', 'waved', '.']"
1227,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['and', 'he', 'said', 'er', ',', 'no', ',', 'he', 'said', 'i', 'did', ""n't"", 'think', 'i', 'had', 'he', 'said', ',', 'but', 'now', ',', 'he', 'said', 'i', 'realized', 'that', 'how', 'i', ',', 'was', 'forgetting', 'er', 'i', ""'d"", 'be', 'talking', 'and', 'i', ""'d"", 'forget', 'sort', 'of', 'what', 'i', 'was', 'just', 'talking', 'about', 'that', 'split', 'second', '.']"
1228,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['it', 'originates', 'from', 'an', 'italian', 'request', 'to', 'the', 'council', 'of', 'ministers', 'in', '1973', 'to', 'identify', 'environmentally', 'balanced', 'and', 'unbalanced', 'areas', 'in', 'the', 'community', ';', 'the', 'first', 'attempts', 'to', 'do', 'this', 'were', 'unsuccessful', 'and', ',', 'though', 'by', '1981', 'it', 'was', 'clear', 'that', 'a', 'new', 'approach', 'based', 'on', 'an', 'environmental', 'information', 'system', 'was', 'the', 'most', 'promising', 'one', ',', 'funding', 'for', 'this', 'was', 'not', 'secured', 'until', '1985', '.']"
1229,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['if', 'they', 'do', 'work', ',', 'that', 'is', 'wonderful', 'but', 'we', 'have', 'no', 'way', 'of', 'knowing', 'for', 'sure', '.']"
